date,open,high,low,close,volume
2024-04-02,832.9500122070312,832.9500122070312,803.5499877929688,821.5499877929688,1445651
2024-04-03,821.5499877929688,828.4000244140625,813.9500122070312,819.2000122070312,1159122
2024-04-04,822.7999877929688,829.8499755859375,814.5,822.5499877929688,920610
2024-04-05,819.0999755859375,827.9500122070312,801.0,804.9000244140625,1332077
2024-04-08,808.0,825.7999877929688,806.1500244140625,820.5499877929688,945713
2024-04-09,824.7999877929688,833.8499755859375,819.5499877929688,828.4000244140625,1047058
2024-04-10,833.9500122070312,868.0,829.0,864.3499755859375,1499624
2024-04-12,861.0,894.7999877929688,852.0,870.4500122070312,2913519
2024-04-15,855.0,861.0,830.0,833.3499755859375,1235862
2024-04-16,829.2000122070312,829.9500122070312,807.5999755859375,817.9500122070312,1607447
2024-04-18,823.6500244140625,827.5,770.0,778.0999755859375,2900471
2024-04-19,779.0,779.5499877929688,748.4500122070312,772.8499755859375,1911786
2024-04-22,770.0,778.9500122070312,752.5499877929688,758.0499877929688,2700907
2024-04-23,766.7999877929688,768.9500122070312,757.5,760.5999755859375,2056157
2024-04-24,772.0,816.7000122070312,760.5999755859375,811.0,3118514
2024-04-25,810.0,814.9500122070312,796.5,803.4500122070312,1069386
2024-04-26,803.4500122070312,814.3499755859375,799.9000244140625,803.2000122070312,804242
2024-04-29,763.0499877929688,845.9500122070312,762.3499755859375,838.0999755859375,4253996
2024-04-30,837.0,854.2999877929688,831.0999755859375,840.2999877929688,1493625
2024-05-02,832.5,834.0,810.5499877929688,814.9000244140625,1579718
2024-05-03,818.6500244140625,827.8499755859375,805.4500122070312,813.4500122070312,3294764
2024-05-06,820.0,835.8499755859375,812.0,831.3499755859375,787489
2024-05-07,826.0,831.3499755859375,800.0,805.2000122070312,912895
2024-05-08,805.5499877929688,812.8499755859375,793.0,804.0999755859375,1299505
2024-05-09,808.0,810.2999877929688,790.8499755859375,796.1500244140625,4796746
2024-05-10,792.0,814.0,782.25,811.4000244140625,674652
2024-05-13,805.0,811.9500122070312,783.0499877929688,800.5499877929688,4016172
2024-05-14,808.0,829.8499755859375,801.2000122070312,814.9000244140625,2792747
2024-05-15,815.0,841.7999877929688,814.25,829.5,1209042
2024-05-16,821.0,851.0499877929688,821.0,849.0499877929688,1106386
2024-05-17,845.2999877929688,847.8499755859375,832.7000122070312,841.7999877929688,664703
2024-05-21,805.0,844.0499877929688,805.0,835.0,1889743
2024-05-22,838.0,867.5,830.2000122070312,838.2999877929688,2535401
2024-05-23,841.4500122070312,853.9500122070312,793.7000122070312,803.0499877929688,2188356
2024-05-24,803.0499877929688,806.2999877929688,784.4000244140625,789.4000244140625,1476510
2024-05-27,789.9500122070312,810.0,781.4000244140625,804.2000122070312,1613902
2024-05-28,804.6500244140625,817.5,780.5499877929688,791.9500122070312,1311648
2024-05-29,791.9500122070312,794.0,780.7999877929688,789.0,1720200
2024-05-30,783.5999755859375,795.9000244140625,773.0,780.7000122070312,1858632
2024-05-31,780.7000122070312,783.4000244140625,743.0999755859375,751.7999877929688,5523537
2024-06-03,760.0,777.0,747.2999877929688,765.2000122070312,1961060
2024-06-04,769.5,792.0,749.25,780.75,3974176
2024-06-05,786.75,839.5,760.75,822.25,2613903
2024-06-06,822.4000244140625,837.1500244140625,812.0499877929688,830.0999755859375,1354996
2024-06-07,816.0,840.5999755859375,813.5999755859375,827.0999755859375,1112638
2024-06-10,826.7000122070312,848.7000122070312,808.0999755859375,811.75,1813265
2024-06-11,811.0,815.3499755859375,799.2000122070312,802.5,2174198
2024-06-12,811.0,877.7999877929688,807.5,870.5,6539603
2024-06-13,910.5,914.7999877929688,881.5499877929688,890.0499877929688,3746631
2024-06-14,896.2000122070312,936.4000244140625,893.0499877929688,927.9000244140625,3458123
2024-06-18,928.0,928.25,900.0,903.0499877929688,937534
2024-06-19,903.0,926.0,890.0499877929688,899.9500122070312,1972290
2024-06-20,896.4500122070312,940.8499755859375,883.0,934.7999877929688,1973607
2024-06-21,948.0,979.9000244140625,912.1500244140625,928.25,3933171
2024-06-24,924.2999877929688,924.2999877929688,891.0,897.8499755859375,1541108
2024-06-25,897.8499755859375,904.8499755859375,882.0,893.4500122070312,914901
2024-06-26,875.6500244140625,887.8499755859375,851.3499755859375,879.4500122070312,1893147
2024-06-27,879.9000244140625,945.0,878.3499755859375,920.75,4279455
2024-06-28,892.0,950.0,891.9500122070312,940.6500244140625,1943891
2024-07-01,946.2999877929688,959.9000244140625,925.9500122070312,955.7999877929688,998066
2024-07-02,949.9500122070312,957.7999877929688,904.0,913.0999755859375,4247648
2024-07-03,921.7000122070312,925.0,912.5,922.5499877929688,1316052
2024-07-04,922.5499877929688,926.2999877929688,913.5,917.7999877929688,721831
2024-07-05,913.0,925.0,910.2000122070312,913.7999877929688,1337555
2024-07-08,925.0,936.0,914.9000244140625,926.4000244140625,2148540
2024-07-09,935.9500122070312,965.5999755859375,908.5999755859375,917.6500244140625,1856257
2024-07-10,920.5,927.5,900.7999877929688,907.5499877929688,1592036
2024-07-11,908.0499877929688,908.5999755859375,886.1500244140625,897.3499755859375,2215017
2024-07-12,904.3499755859375,906.9500122070312,893.0,900.5,825677
2024-07-15,896.0,924.4000244140625,896.0,921.2000122070312,1455119
2024-07-16,926.2999877929688,926.2999877929688,908.5,921.0,960167
2024-07-18,912.9500122070312,939.7000122070312,893.2999877929688,934.5499877929688,1914995
2024-07-19,930.2999877929688,931.8499755859375,895.0999755859375,920.4500122070312,1101792
2024-07-22,915.4500122070312,942.0,908.75,930.2999877929688,1229668
2024-07-23,924.5999755859375,938.0,902.3499755859375,935.0999755859375,1061114
2024-07-24,927.0,964.6500244140625,917.1500244140625,947.5999755859375,1342456
2024-07-25,926.0,945.0,915.9500122070312,926.4500122070312,862331
2024-07-26,929.4500122070312,963.6500244140625,928.0,948.5,909751
2024-07-29,958.9500122070312,960.9500122070312,928.4000244140625,934.0999755859375,1100907
2024-07-30,934.2000122070312,939.0,916.0,918.0499877929688,988389
2024-07-31,924.0,927.9500122070312,915.25,922.25,813478
2024-08-01,934.9500122070312,934.9500122070312,909.4500122070312,924.0,701804
2024-08-02,920.0,921.0,903.5499877929688,916.2999877929688,813314
2024-08-05,905.0,908.5999755859375,861.0,865.75,1300858
2024-08-06,867.4500122070312,879.5499877929688,856.0999755859375,863.5,1719713
2024-08-07,870.0,873.5499877929688,845.9000244140625,854.5999755859375,2338430
2024-08-08,855.0,885.7000122070312,851.1500244140625,874.9500122070312,1490179
2024-08-09,887.8499755859375,894.7000122070312,879.3499755859375,883.2000122070312,304440
2024-08-12,879.9500122070312,882.7000122070312,861.2000122070312,870.6500244140625,630879
2024-08-13,865.5,872.0,860.5,868.2999877929688,883102
2024-08-14,863.0499877929688,877.9500122070312,852.2999877929688,870.0,1889274
2024-08-16,870.5,892.0,869.9500122070312,885.1500244140625,785855
2024-08-19,886.0,888.5,866.2000122070312,874.5499877929688,390349
2024-08-20,881.9500122070312,884.3499755859375,871.0499877929688,877.5499877929688,425103
2024-08-21,880.0,881.2999877929688,864.75,867.5,647192
2024-08-22,872.0999755859375,881.0,865.5499877929688,868.3499755859375,589973
2024-08-23,868.0999755859375,873.0499877929688,849.0999755859375,852.9500122070312,915786
2024-08-26,853.8499755859375,863.7999877929688,836.5999755859375,860.8499755859375,1606807
2024-08-27,868.2999877929688,868.2999877929688,850.25,854.2999877929688,808632
2024-08-28,854.9500122070312,868.75,850.2000122070312,865.7999877929688,2209821
2024-08-29,865.7999877929688,870.9500122070312,859.5999755859375,866.5499877929688,747326
2024-08-30,870.4000244140625,876.8499755859375,858.3499755859375,862.4500122070312,2575591
2024-09-02,869.9500122070312,884.0,863.2000122070312,881.9500122070312,1664452
2024-09-03,884.9500122070312,892.0,865.0,871.7999877929688,1429045
2024-09-04,870.0,885.0,860.25,881.1500244140625,1517929
2024-09-05,881.1500244140625,913.25,867.5499877929688,885.5,2118993
2024-09-06,884.9500122070312,903.3499755859375,881.0499877929688,898.5499877929688,1762540
2024-09-09,907.0,909.2000122070312,873.5,882.4000244140625,1456256
2024-09-10,889.4000244140625,906.7999877929688,875.75,878.75,1200151
2024-09-11,886.9500122070312,902.0,874.2999877929688,877.0,1174280
2024-09-12,889.4500122070312,923.7999877929688,884.4500122070312,913.7999877929688,3313064
2024-09-13,915.0,926.0999755859375,896.0499877929688,908.0,1781839
2024-09-16,923.9000244140625,936.9500122070312,915.0,931.0,1607286
2024-09-17,935.0,977.0,926.0999755859375,964.7000122070312,3214818
2024-09-18,964.7000122070312,975.0499877929688,941.2999877929688,962.9500122070312,1194052
2024-09-19,955.0,999.0,942.0499877929688,984.8499755859375,2078476
2024-09-20,981.0,1090.0,973.25,1067.949951171875,9930210
2024-09-23,1062.0999755859375,1067.25,1028.0,1054.199951171875,2106105
2024-09-24,1070.5,1118.0,1021.0499877929688,1030.4000244140625,5117353
2024-09-25,1023.4000244140625,1023.4000244140625,972.5,989.8499755859375,4808811
2024-09-26,990.0,999.0,975.0999755859375,997.3499755859375,3734695
2024-09-27,995.9500122070312,999.75,976.5999755859375,994.75,3754632
2024-09-30,953.7000122070312,996.5,953.0,985.75,2911879
2024-10-01,986.5,988.7000122070312,965.3499755859375,970.2000122070312,1331140
2024-10-03,963.9500122070312,963.9500122070312,923.0,942.1500244140625,4576130
2024-10-04,928.3499755859375,938.8499755859375,907.75,926.3499755859375,4535448
2024-10-07,930.2999877929688,944.9500122070312,912.0,916.4000244140625,1939023
2024-10-08,916.0,963.9000244140625,913.0,955.8499755859375,5189872
2024-10-09,969.0999755859375,978.2999877929688,957.0,962.2999877929688,2113304
2024-10-10,965.7999877929688,968.25,942.5999755859375,952.3499755859375,861912
2024-10-11,954.9500122070312,956.6500244140625,936.0,939.7999877929688,511823
2024-10-14,944.4000244140625,952.0,937.7000122070312,947.25,390147
2024-10-15,947.25,978.0,945.1500244140625,969.0,1248161
2024-10-16,979.0,982.0,956.2999877929688,964.2000122070312,980164
2024-10-17,961.4000244140625,964.2000122070312,931.5,937.25,913329
2024-10-18,942.5,942.5,924.7999877929688,937.4000244140625,1130741
2024-10-21,940.0999755859375,957.2999877929688,939.6500244140625,951.4500122070312,1750064
2024-10-22,958.0,958.0,913.0,923.2000122070312,2961005
2024-10-23,899.0499877929688,924.9500122070312,892.2000122070312,914.2000122070312,2094338
2024-10-24,903.0,912.7999877929688,888.9000244140625,906.1500244140625,2265093
2024-10-25,903.2000122070312,943.0,902.4500122070312,938.0,1472612
2024-10-28,938.0,973.5,937.9500122070312,968.0,1766407
2024-10-29,968.0,999.0,965.2999877929688,994.5,1829755
2024-10-30,975.2999877929688,997.1500244140625,975.2999877929688,992.3499755859375,1435812
2024-10-31,993.7999877929688,1023.9500122070312,992.3499755859375,1017.5999755859375,1763920
2024-11-01,1025.0,1025.0,1000.1500244140625,1007.5499877929688,85775
2024-11-04,1028.0,1049.800048828125,1010.75,1036.5999755859375,4668492
